"Species_Parkki","Species_Perch","Species_Pike","Species_Roach","Species_Smelt","Species_Whitefish","Weight","Length1","Height","Width"
0,0,0,1,0,0,-0.542996193694799,-0.42355210256135,-0.376094772673696,-0.183916818311327
0,0,0,1,0,0,-0.594320463029811,-0.275197600788548,-0.447885610554319,-0.313509040084644
0,0,0,1,0,0,-0.312036981687244,-0.235636400315801,-0.0335723998067631,0.0326170206010499
0,0,0,1,0,0,-0.358228824088755,-0.136733399133933,-0.105039230037377,0.194783055803826
0,0,0,1,0,0,-0.0554156350121825,0.308330106184474,0.107185780718689,0.535402032924108
0,0,0,0,0,1,-0.363361251022256,-0.275197600788548,-0.148456255138618,-0.11337927987775
0,0,0,0,0,1,-0.363361251022256,-0.225746100197614,-0.20284325353303,-0.11285200591936
0,0,0,0,0,1,-0.270977566219234,-0.0773915984248116,-0.0564380825359878,0.140883940057239
0,0,0,0,0,1,0.32951638500041,0.209427105002606,0.398561231691303,1.24253499712118
0,0,0,0,0,1,0.996731886355569,0.72372271114832,0.633975932826603,1.24933097258488
0,0,0,0,0,1,1.50997457970569,1.07977351540304,0.771170029201952,1.2208581788318
1,0,0,0,0,0,-0.915097146373638,-1.27411791272541,-0.503221488495186,-1.23887483706002
1,0,0,0,0,0,-0.902266079039885,-1.19499551177992,-0.565778108350546,-1.24608091449136
1,0,0,0,0,0,-0.825279675037367,-0.997189509416184,-0.37415072677364,-1.03587436307967
1,0,0,0,0,0,-0.748293271034848,-0.878505907997943,-0.145725333517111,-0.892280088411315
1,0,0,0,0,0,-0.67130686703233,-0.789493206934262,-0.0298694552352287,-0.672758363734725
1,0,0,0,0,0,-0.696969001699836,-0.730151406225141,-0.112074824723293,-0.671820987808697
1,0,0,0,0,0,-0.619982597697318,-0.730151406225141,0.0865881515395288,-0.603861233171695
1,0,0,0,0,0,-0.684137934366083,-0.651029005279646,0.165368297298923,-0.752259559460941
1,0,0,0,0,0,-0.542996193694799,-0.512564803625031,0.30640419866724,-0.455521492877827
1,0,0,0,0,0,-0.355662610622004,-0.334539401497669,0.478174539979292,-0.174074371088038
1,0,0,0,0,0,-0.286374847019738,-0.235636400315801,0.542976069981145,-0.121346975248985
0,1,0,0,0,0,-1.04109822759109,-1.86753591981662,-1.59917736465151,-1.77698720459525
0,1,0,0,0,0,-0.974120056108902,-1.37302091390728,-1.27146677007072,-1.43062679992805
0,1,0,0,0,0,-0.953590348374897,-1.24444701237085,-1.20296229549733,-1.17706661193758
0,1,0,0,0,0,-0.924078893507265,-1.12576341095261,-1.02512838244939,-1.06012896516563
0,1,0,0,0,0,-0.876603944372379,-1.05653131012531,-1.02614669220656,-0.878570965493161
0,1,0,0,0,0,-0.799617540369861,-1.00707980953437,-0.879324939945222,-0.655885597066228
0,1,0,0,0,0,-0.856074236638374,-0.94773800882525,-0.884694209573947,-0.772003039902898
0,1,0,0,0,0,-0.850941809704873,-0.908176808352503,-0.783650109578202,-0.814887988518661
0,1,0,0,0,0,-0.83811074237112,-0.848835007643382,-0.898950546174354,-0.822738511899142
0,1,0,0,0,0,-0.83811074237112,-0.809273807170635,-0.911818278560437,-0.977874227656711
0,1,0,0,0,0,-0.773955405702354,-0.730151406225141,-0.770527799752827,-0.51914588385695
0,1,0,0,0,0,-0.761124338368601,-0.730151406225141,-0.718455141715624,-0.664146222414346
0,1,0,0,0,0,-0.735462203701095,-0.730151406225141,-0.770527799752827,-0.453236639058134
0,1,0,0,0,0,-0.722631136367342,-0.70048050587058,-0.610491164051824,-0.531448942886063
0,1,0,0,0,0,-0.748293271034848,-0.631248405043273,-0.673904089839351,-0.60556022703762
0,1,0,0,0,0,-0.748293271034848,-0.631248405043273,-0.782678086628174,-0.536721682469968
0,1,0,0,0,0,-0.722631136367342,-0.631248405043273,-0.673904089839351,-0.536721682469968
0,1,0,0,0,0,-0.709800069033589,-0.631248405043273,-0.728291088233762,-0.536721682469968
0,1,0,0,0,0,-0.773955405702354,-0.631248405043273,-0.80987158582538,-0.261367504199359
0,1,0,0,0,0,-0.722631136367342,-0.581796904452339,-0.732688334912459,-0.47872154704701
0,1,0,0,0,0,-0.67130686703233,-0.581796904452339,-0.516066077477697,-0.47872154704701
0,1,0,0,0,0,-0.684137934366083,-0.562016304215965,-0.710192946640388,-0.475206387324407
0,1,0,0,0,0,-0.67130686703233,-0.532345403861405,-0.880227532684534,-0.477549827139476
0,1,0,0,0,0,-0.619982597697318,-0.482893903270471,-0.635717473945402,-0.419549691716517
0,1,0,0,0,0,-0.478840857026034,-0.433442402679537,-0.400117625581525,-0.420721411624052
0,1,0,0,0,0,-0.684137934366083,-0.433442402679537,-0.612574070373312,-0.360963696339792
0,1,0,0,0,0,-0.573790755295806,-0.374100601970416,-0.529628111970941,-0.161302624095912
0,1,0,0,0,0,-0.594320463029811,-0.334539401497669,-0.597646575069314,-0.443862879797858
0,1,0,0,0,0,-0.550694834095051,-0.285087900906735,-0.569527339729225,-0.118417675480149
0,1,0,0,0,0,-0.496804351293288,-0.136733399133933,-0.429046880046638,-0.174074371088038
0,1,0,0,0,0,-0.286374847019738,-0.116952798897559,-0.161740568788998,0.407860320988976
0,1,0,0,0,0,-0.389023385689762,-0.0971721986611855,-0.429232027275215,-0.0621751199184921
0,1,0,0,0,0,-0.376192318356009,-0.0971721986611855,-0.455985801804551,-0.0621751199184921
0,1,0,0,0,0,-0.414685520357268,-0.0971721986611855,-0.402478252745878,0.0732757013924973
0,1,0,0,0,0,-0.414685520357268,-0.0477206980702515,-0.278059315142322,-0.138805601871249
0,1,0,0,0,0,-0.286374847019738,0.0511823031116165,-0.332492600343878,0.113817210193191
0,1,0,0,0,0,-0.235050577684725,0.140195004175298,-0.325457005657963,0.193611335896291
0,1,0,0,0,0,0.262794834864894,0.407233107366342,0.233317330186579,0.923827182271797
0,1,0,0,0,0,0.370575800468419,0.555587609139144,0.285737139277364,1.1403024351888
0,1,0,0,0,0,1.09938042502559,0.605039109730078,0.570840727881941,1.96531042208385
0,1,0,0,0,0,0.701617337679249,0.75339361150288,0.430267694585066,1.41946470315889
0,1,0,0,0,0,0.740110539680508,0.75339361150288,0.367340780272553,1.34728675685477
0,1,0,0,0,0,0.740110539680508,0.802845112093814,0.419621728941905,1.0683002468708
0,1,0,0,0,0,0.714448405013002,0.812735412212001,0.358685147336591,1.12805796215506
0,1,0,0,0,0,1.25335323303063,1.00065111445755,0.489422234115328,1.78820495806
0,1,0,0,0,0,0.611799866342977,1.00065111445755,0.489422234115328,0.915039282965288
0,1,0,0,0,0,1.04805615569058,1.01054141457574,0.789059880163178,1.70501284462505
0,1,0,0,0,0,1.1250425596931,1.0402123149303,0.672717990406281,1.56147715595208
0,1,0,0,0,0,1.25335323303063,1.05010261504848,0.626755190912111,1.63096014646887
0,1,0,0,0,0,1.54846778170695,1.05010261504848,0.777372461359273,1.77004329949322
0,1,0,0,0,0,1.04805615569058,1.05999291516667,0.489051939658175,1.28237347397736
0,1,0,0,0,0,1.76659592638075,1.24790861741222,0.874435895940618,1.42204248695547
0,1,0,0,0,0,1.50997457970569,1.32703101835771,0.673690013356309,1.66154203605552
0,1,0,0,0,0,1.76659592638075,1.35670191871227,0.807852323863715,1.7431523276153
0,1,0,0,0,0,1.50997457970569,1.36659221883046,0.829028538132177,2.16819372407345
0,1,0,0,0,0,1.50997457970569,1.45560491989414,0.80236733721713,1.84819701732577
0,0,1,0,0,0,-0.542996193694799,0.357781606775408,-0.799341337200079,-0.624249159562796
0,0,1,0,0,0,-0.286374847019738,0.525916708784583,-0.766986859006297,-0.165872331735296
0,0,1,0,0,0,-0.286374847019738,0.624819709966452,-0.714081038440499,-0.0332336382023895
0,0,1,0,0,0,-0.286374847019738,0.832516012448374,-0.632616257866742,-0.246838177345931
0,0,1,0,0,0,0.0472329036578421,0.901748113275682,-0.400811927688688,0.0793100589163
0,0,1,0,0,0,-0.17089524101596,0.951199613866616,-0.607713955623173,-0.271912983367169
0,0,1,0,0,0,0.113954453793358,1.34681161859409,-0.403126268045897,-0.0694983693405829
0,0,1,0,0,0,0.252529980997891,1.34681161859409,-0.508428754298907,0.0104715143486473
0,0,1,0,0,0,0.32951638500041,1.35670191871227,-0.286020645971121,0.403349199344968
0,0,1,0,0,0,0.226867846330385,1.54461762095782,-0.477185159476585,0.266492314144938
0,0,1,0,0,0,0.398804148602676,1.66330122237607,-0.284632041756796,0.251259955346989
0,0,1,0,0,0,0.919745482353051,1.82154602426705,-0.310552653757537,0.54770509195322
0,0,1,0,0,0,1.38166390636816,2.16770652840359,-0.0221395584421505,1.01358092718894
0,0,1,0,0,0,2.15152794639335,2.5336476327765,0.385207487830206,1.49029517156936
0,0,1,0,0,0,3.04970265975606,2.92925963750398,0.133800694826592,0.997645536446471
0,0,1,0,0,0,2.92139198641853,2.92925963750398,0.133800694826592,0.997645536446471
0,0,1,0,0,0,3.17801333309359,3.22596864104958,0.414298746120324,1.78035443467952
0,0,0,0,1,0,-1.03904525681769,-1.68951051768926,-1.68554854678255,-1.98813113193296
0,0,0,0,1,0,-1.03699228604429,-1.62027841686195,-1.63157812965244,-1.92228047312953
0,0,0,0,1,0,-1.03827539277767,-1.61038811674377,-1.68795546075405,-1.92907644859323
0,0,0,0,1,0,-1.03134661641744,-1.58071721638921,-1.57973690565096,-1.79339128330073
0,0,0,0,1,0,-1.03108999507077,-1.55104631603465,-1.60584266488027,-1.853617686548
0,0,0,0,1,0,-1.03391282988419,-1.54115601591646,-1.63014323863097,-1.84893080691786
0,0,0,0,1,0,-1.03057675237742,-1.49170451532552,-1.57559423641155,-1.84975101085314
0,0,0,0,1,0,-1.03083337372409,-1.49170451532552,-1.57559423641155,-1.9188238994023
0,0,0,0,1,0,-1.03108999507077,-1.48181421520734,-1.5777928597509,-1.92907644859323
0,0,0,0,1,0,-1.02493108275056,-1.47192391508915,-1.60417633982308,-1.78542358792949
0,0,0,0,1,0,-1.02185162659046,-1.45214331485278,-1.52558134129226,-1.85842173816889
0,0,0,0,1,0,-1.02493108275056,-1.41258211438003,-1.56099074875756,-1.86615508955862
0,0,0,0,1,0,-1.00568448174993,-1.30378881307998,-1.42310235027505,-1.39078832307187
0,0,0,0,1,0,-1.00517123905658,-1.24444701237085,-1.40935516855323,-1.50092999438012
