"Species_Parkki","Species_Perch","Species_Pike","Species_Roach","Species_Smelt","Species_Whitefish","Weight","Length1","Length2","Length3","Height","Width"
0,0,0,0,0,0,1.49730766090396,1.10258990588133,1.16533537378057,1.25992640604689,2.24925199350446,1.35109484655426
0,0,0,0,0,0,1.43116114064224,1.16239815029573,1.16533537378057,1.31165769854101,2.01311470688528,1.13034281597475
0,0,0,1,0,0,-0.976572196884435,-1.3395800743734,-1.34158892708991,-1.30077257241204,-1.1317186913418,-1.27314764435541
0,0,0,1,0,0,-0.899842233380837,-0.980730607886989,-0.959492658184002,-0.947275407035556,-0.863097651093419,-0.948756987954478
0,0,0,1,0,0,-0.876029486086618,-0.881050200529653,-0.903576131027039,-0.869678468294376,-0.798386840163982,-0.900306369777926
0,0,0,1,0,0,-0.852216738792398,-0.811273915379518,-0.810381919098769,-0.783459647470843,-0.788819067902508,-0.742007010270014
0,0,0,1,0,0,-0.764903332046925,-0.771401752436583,-0.791743076713115,-0.783459647470843,-0.64894290464573,-0.507897372744619
0,0,0,1,0,0,-0.761751545885134,-0.731529589493649,-0.745145970748979,-0.731728354976723,-0.588455915129286,-0.63830979845321
0,0,0,1,0,0,-0.791361940151614,-0.721561548757915,-0.717187707170498,-0.705862708729663,-0.660214207090345,-0.612473374492074
0,0,0,1,0,0,-0.764903332046925,-0.691657426550715,-0.698548864784844,-0.654131416235543,-0.67260563897045,-0.671879573804074
0,0,0,1,0,0,-0.685527507732859,-0.591977019193379,-0.605354652856573,-0.56791259541201,-0.744970667709067,-0.40232540907576
0,0,0,1,0,0,-0.698756811785203,-0.582008978457645,-0.605354652856573,-0.602400123741423,-0.551421635668407,-0.523364075524075
0,0,0,1,0,0,-0.65906889962817,-0.582008978457645,-0.558757546892438,-0.51618130291789,-0.458194196193795,-0.363717238122498
0,0,0,1,0,0,-0.711986115837547,-0.532168774778977,-0.558757546892438,-0.54204694916495,-0.571000564759571,-0.653893673223419
0,0,0,1,0,0,-0.65906889962817,-0.522200734043243,-0.558757546892438,-0.54204694916495,-0.606004609618625,-0.375610195183973
0,0,0,1,0,0,-0.63525615233395,-0.432488367421641,-0.418966229000032,-0.352365543353177,-0.341280686364556,-0.354987924811366
0,0,0,1,0,0,-0.656423038817701,-0.432488367421641,-0.474882756156994,-0.395474953764944,-0.485754047512823,-0.474503355379886
0,0,0,1,0,0,-0.553234467209415,-0.422520326685907,-0.465563334964167,-0.38685307168259,-0.373391063515262,-0.183916818311327
0,0,0,1,0,0,-0.606151683418793,-0.272999715649904,-0.307133174686107,-0.292012368776704,-0.445779428283784,-0.313509040084644
0,0,0,1,0,0,-0.315106994267217,-0.233127552706969,-0.232577805143491,-0.179927901706111,-0.0280178209059343,0.0326170206010499
0,0,0,1,0,0,-0.362732488855656,-0.133447145349634,-0.13938359321522,-0.0592215525531641,-0.100079481255772,0.194783055803826
0,0,0,1,0,0,-0.0505209132203293,0.315114687758378,0.298629202847652,0.320141259070382,0.113911912982574,0.535402032924108
0,0,0,0,0,1,-0.368024210476594,-0.272999715649904,-0.232577805143491,-0.223037312117877,-0.143857873359495,-0.11337927987775
0,0,0,0,0,1,-0.368024210476594,-0.223159511971236,-0.185980699179355,-0.171306019623757,-0.198697543638679,-0.11285200591936
0,0,0,0,0,1,-0.272773221299715,-0.0736389009352318,-0.0461893812869492,-0.0419777883884575,-0.0510738184530973,0.140883940057239
0,0,0,0,0,1,0.346358208350002,0.215434280401042,0.233393254497863,0.233922438246849,0.407712529499563,1.24253499712118
0,0,0,0,0,1,1.03428201907191,0.733772398659189,0.736641998910524,0.716747834858635,0.645086625703758,1.24933097258488
0,0,0,0,0,1,1.56345418116568,1.0926218651456,1.0721411618523,1.05300123607041,0.783422610986736,1.2208581788318
1,0,0,0,0,0,-0.936884284727402,-1.279771829959,-1.28567239993295,-1.27490692616498,-0.501575875789115,-1.23887483706002
1,0,0,0,0,0,-0.923654980675057,-1.20002750407313,-1.21111703039033,-1.1973099874238,-0.564653164625129,-1.24608091449136
1,0,0,0,0,0,-0.844279156360991,-1.00066668935846,-1.00608976414814,-0.990384817447323,-0.371430837003155,-1.03587436307967
1,0,0,0,0,0,-0.764903332046925,-0.881050200529653,-0.884937288641385,-0.861056586212023,-0.141104221830583,-0.892280088411315
1,0,0,0,0,0,-0.685527507732859,-0.79133783390805,-0.791743076713115,-0.766215883306137,-0.0242840561209686,-0.672758363734725
1,0,0,0,0,0,-0.711986115837547,-0.731529589493649,-0.726507128363325,-0.69724082664731,-0.107173634347207,-0.671820987808697
1,0,0,0,0,0,-0.632610291523481,-0.731529589493649,-0.726507128363325,-0.69724082664731,0.093142846366203,-0.603861233171695
1,0,0,0,0,0,-0.698756811785203,-0.65178526360778,-0.651951758820709,-0.61964388790613,0.172578692166348,-0.752259559460941
1,0,0,0,0,0,-0.553234467209415,-0.51223269330751,-0.512160440928303,-0.473071892506123,0.314788458413729,-0.455521492877827
1,0,0,0,0,0,-0.360086628045187,-0.332807960064305,-0.325772017071761,-0.283390486694351,0.487988472376325,-0.174074371088038
1,0,0,0,0,0,-0.288648386162528,-0.233127552706969,-0.232577805143491,-0.197171665870817,0.553329356113225,-0.121346975248985
0,1,0,0,0,0,-1.06679605052142,-1.87785427410301,-1.87279593508105,-1.93879184650619,-1.60665357198943,-1.77698720459525
0,1,0,0,0,0,-0.997739083368186,-1.37945223731633,-1.37886661186122,-1.43010080364734,-1.27621538851997,-1.43062679992805
0,1,0,0,0,0,-0.976572196884435,-1.2498677077518,-1.25771413635447,-1.31801633657675,-1.2071407399981,-1.17706661193758
0,1,0,0,0,0,-0.946144797564043,-1.13025121892299,-1.14588108204054,-1.21455375158851,-1.02782668620012,-1.06012896516563
0,1,0,0,0,0,-0.897196372570369,-1.06047493377286,-1.03404802772662,-1.10246928451792,-1.02885347151599,-0.878570965493161
0,1,0,0,0,0,-0.817820548256302,-1.01063473009419,-0.978131500569656,-1.04211610994144,-0.8808096977921,-0.655885597066228
0,1,0,0,0,0,-0.876029486086618,-0.950826485679788,-0.912895552219867,-1.02487234577674,-0.8862236567303,-0.772003039902898
0,1,0,0,0,0,-0.87073776446568,-0.910954322736853,-0.884937288641385,-0.955897289117909,-0.784338550160549,-0.814887988518661
0,1,0,0,0,0,-0.857508460413336,-0.851146078322452,-0.829020761484423,-0.904165996623789,-0.900598651152418,-0.822738511899142
0,1,0,0,0,0,-0.857508460413336,-0.811273915379518,-0.791743076713115,-0.886922232459083,-0.913573483780174,-0.977874227656711
0,1,0,0,0,0,-0.791361940151614,-0.731529589493649,-0.698548864784844,-0.757594001223783,-0.771107021203827,-0.51914588385695
0,1,0,0,0,0,-0.778132636099269,-0.731529589493649,-0.698548864784844,-0.757594001223783,-0.718600953915246,-0.664146222414346
0,1,0,0,0,0,-0.751674027994581,-0.731529589493649,-0.698548864784844,-0.757594001223783,-0.771107021203827,-0.453236639058134
0,1,0,0,0,0,-0.738444723942236,-0.701625467286448,-0.670590601206363,-0.731728354976723,-0.60973837440359,-0.531448942886063
0,1,0,0,0,0,-0.764903332046925,-0.631849182136313,-0.605354652856573,-0.67137518040025,-0.673679096346128,-0.60556022703762
0,1,0,0,0,0,-0.764903332046925,-0.631849182136313,-0.605354652856573,-0.67137518040025,-0.783358436904495,-0.536721682469968
0,1,0,0,0,0,-0.738444723942236,-0.631849182136313,-0.605354652856573,-0.67137518040025,-0.673679096346128,-0.536721682469968
0,1,0,0,0,0,-0.725215419889892,-0.631849182136313,-0.605354652856573,-0.67137518040025,-0.728518766625312,-0.536721682469968
0,1,0,0,0,0,-0.791361940151614,-0.631849182136313,-0.605354652856573,-0.67137518040025,-0.810778272044087,-0.261367504199359
0,1,0,0,0,0,-0.738444723942236,-0.582008978457645,-0.558757546892438,-0.628265769988483,-0.732952612307458,-0.47872154704701
0,1,0,0,0,0,-0.685527507732859,-0.582008978457645,-0.558757546892438,-0.628265769988483,-0.514527372386965,-0.47872154704701
0,1,0,0,0,0,-0.698756811785203,-0.562072896986178,-0.540118704506784,-0.611022005823777,-0.710269991238792,-0.475206387324407
0,1,0,0,0,0,-0.685527507732859,-0.532168774778977,-0.512160440928303,-0.585156359576717,-0.881719802958436,-0.477549827139476
0,1,0,0,0,0,-0.632610291523481,-0.482328571100309,-0.465563334964167,-0.54204694916495,-0.635174647001169,-0.419549691716517
0,1,0,0,0,0,-0.487087946947693,-0.432488367421641,-0.418966229000032,-0.498937538753184,-0.397613862557726,-0.420721411624052
0,1,0,0,0,0,-0.698756811785203,-0.432488367421641,-0.418966229000032,-0.498937538753184,-0.611838617095134,-0.360963696339792
0,1,0,0,0,0,-0.584984796935042,-0.372680123007239,-0.363049701843069,-0.43858436417671,-0.528202285911902,-0.161302624095912
0,1,0,0,0,0,-0.606151683418793,-0.332807960064305,-0.325772017071761,-0.41271871792965,-0.596786877805741,-0.443862879797858
0,1,0,0,0,0,-0.561172049640822,-0.282967756385637,-0.269855489914799,-0.369609307517884,-0.568433601469907,-0.118417675480149
0,1,0,0,0,0,-0.505608972620975,-0.133447145349634,-0.185980699179355,-0.283390486694351,-0.426783899940271,-0.174074371088038
0,1,0,0,0,0,-0.288648386162528,-0.113511063878166,-0.111425329636739,-0.223037312117877,-0.157252754525559,0.407860320988976
0,1,0,0,0,0,-0.394482818581283,-0.0935749824066993,-0.0927864872510845,-0.205793547953171,-0.426970588179519,-0.0621751199184921
0,1,0,0,0,0,-0.381253514528938,-0.0935749824066993,-0.0927864872510845,-0.205793547953171,-0.453947038750897,-0.0621751199184921
0,1,0,0,0,0,-0.420941426685971,-0.0935749824066993,-0.0927864872510845,-0.205793547953171,-0.399994137608142,0.0732757013924973
0,1,0,0,0,0,-0.420941426685971,-0.0437347787280314,-0.0461893812869492,-0.162684137541404,-0.274539640833294,-0.138805601871249
0,1,0,0,0,0,-0.288648386162528,0.0559456286293045,0.0190465670628402,-0.102330962964931,-0.32942598317229,0.113817210193191
0,1,0,0,0,0,-0.23573116995315,0.145657995250907,0.140199042569592,0.0269972682703691,-0.322331830080856,0.193611335896291
0,1,0,0,0,0,0.277565827277811,0.414795095115714,0.40114283596875,0.233922438246849,0.241093275970469,0.923827182271797
0,1,0,0,0,0,0.388691981317504,0.564315706151718,0.55957299624681,0.449469490305682,0.29394938370764,1.1403024351888
0,1,0,0,0,0,1.14011645149066,0.614155909830386,0.606170102210946,0.518444546964508,0.581425936120092,1.96531042208385
0,1,0,0,0,0,0.730008025867988,0.763676520866389,0.745961420103352,0.665016542364515,0.439682890470832,1.41946470315889
0,1,0,0,0,0,0.769695938025021,0.763676520866389,0.699364314139216,0.604663367788041,0.376232225156321,1.34728675685477
0,1,0,0,0,0,0.769695938025021,0.813516724545057,0.792558526067487,0.699504070693928,0.428948316714056,1.0683002468708
0,1,0,0,0,0,0.743237329920333,0.823484765280791,0.792558526067487,0.690882188611574,0.367504549971464,1.12805796215506
0,1,0,0,0,0,1.2988681001188,1.01287753925973,0.978946949924028,0.871941712340994,0.499329782910659,1.78820495806
0,1,0,0,0,0,0.637402897501578,1.01287753925973,0.978946949924028,0.871941712340994,0.499329782910659,0.915039282965288
0,1,0,0,0,0,1.08719923528129,1.02284557999546,0.978946949924028,0.863319830258641,0.801461362104102,1.70501284462505
0,1,0,0,0,0,1.16657505959535,1.05274970220266,1.0721411618523,0.949538651082174,0.684151139766461,1.56147715595208
0,1,0,0,0,0,1.2988681001188,1.0627177429384,1.0721411618523,0.966782415246881,0.637805784373074,1.63096014646887
0,1,0,0,0,0,1.60314209332272,1.0627177429384,1.0721411618523,0.958160533164527,0.789676667001554,1.77004329949322
0,1,0,0,0,0,1.08719923528129,1.07268578367413,1.0721411618523,0.966782415246881,0.498956406432162,1.28237347397736
0,1,0,0,0,0,1.82804026221257,1.26207855765307,1.25852958570884,1.1478419389763,0.887547976427468,1.42204248695547
0,1,0,0,0,0,1.56345418116568,1.34182288353894,1.35172379763711,1.19957323147042,0.685131253022515,1.66154203605552
0,1,0,0,0,0,1.82804026221257,1.37172700574614,1.35172379763711,1.22543887771748,0.820410218387803,1.7431523276153
0,1,0,0,0,0,1.56345418116568,1.38169504648187,1.39832090360125,1.26854828812925,0.841762685751826,2.16819372407345
0,1,0,0,0,0,1.56345418116568,1.47140741310347,1.44491800956538,1.32027958062337,0.814879579300073,1.84819701732577
0,0,1,0,0,0,-0.553234467209415,0.364954891437046,0.354545730004614,0.302897494905675,-0.800160378436841,-0.624249159562796
0,0,1,0,0,0,-0.288648386162528,0.534411583944517,0.512975890282675,0.561553957376275,-0.767536608628203,-0.165872331735296
0,0,1,0,0,0,-0.288648386162528,0.634091991301853,0.606170102210946,0.647772778199808,-0.714190444263006,-0.0332336382023895
0,0,1,0,0,0,-0.288648386162528,0.843420846752258,0.820516789645968,0.733991599023341,-0.63204761899376,-0.246838177345931
0,0,1,0,0,0,0.0553135191984256,0.913197131902393,0.885752737995758,0.794344773599814,-0.398313943454908,0.0793100589163
0,0,1,0,0,0,-0.169584649691429,0.963037335581061,0.932349843959893,0.837454184011581,-0.606938050814866,-0.271912983367169
0,0,1,0,0,0,0.124105900270616,1.3617589650104,1.30512669167298,1.22543887771748,-0.400647546445511,-0.0694983693405829
0,0,1,0,0,0,0.266982384035935,1.3617589650104,1.30512669167298,1.22543887771748,-0.506826482517973,0.0104715143486473
0,0,1,0,0,0,0.346358208350002,1.37172700574614,1.35172379763711,1.25130452396454,-0.282567235120971,0.403349199344968
0,0,1,0,0,0,0.240523775931247,1.56111977972508,1.53811222149365,1.44098592977631,-0.475322842144825,0.266492314144938
0,0,1,0,0,0,0.417796450232661,1.68073626855388,1.63130643342192,1.50133910435279,-0.281167073326609,0.251259955346989
0,0,1,0,0,0,0.954906194757842,1.84022492032562,1.81769485727846,1.71688615641162,-0.307303426821369,0.54770509195322
0,0,1,0,0,0,1.43116114064224,2.18910634607629,2.16251344141307,2.0531395576234,-0.0164898221323527,1.01358092718894
0,0,1,0,0,0,2.2249193837829,2.55792385329844,2.56324855270463,2.44974613341165,0.39424764024378,1.49029517156936
0,0,1,0,0,0,3.15097066744701,2.95664548272778,2.93602540041771,2.82048706295284,0.140748347374515,0.997645536446471
0,0,1,0,0,0,3.01867762692356,2.95664548272778,2.93602540041771,2.82048706295284,0.140748347374515,0.997645536446471
0,0,1,0,0,0,3.28326370797045,3.25568670479979,3.25288572097383,3.16536234624698,0.423581029835667,1.78035443467952
0,0,0,0,1,0,-1.06467936187305,-1.69842954085981,-1.74232403838148,-1.76635420485912,-1.69374363559876,-1.98813113193296
0,0,0,0,1,0,-1.06256267322467,-1.62865325570967,-1.67708809003169,-1.6973791482003,-1.63932401385788,-1.92228047312953
0,0,0,0,1,0,-1.06388560362991,-1.61868521497394,-1.66776866883886,-1.6973791482003,-1.69617058270899,-1.92907644859323
0,0,0,0,1,0,-1.05674177944164,-1.58878109276674,-1.63049098406755,-1.66289161987088,-1.58705130686836,-1.79339128330073
0,0,0,0,1,0,-1.05647719336059,-1.55887697055954,-1.6118521416819,-1.62840409154147,-1.61337434860237,-1.853617686548
0,0,0,0,1,0,-1.05938764025211,-1.5489089298238,-1.60253272048907,-1.61116032737676,-1.63787718000371,-1.84893080691786
0,0,0,0,1,0,-1.0559480211985,-1.49906872614513,-1.55593561452493,-1.568050916965,-1.58287415751518,-1.84975101085314
0,0,0,0,1,0,-1.05621260727955,-1.49906872614513,-1.55593561452493,-1.568050916965,-1.58287415751518,-1.9188238994023
0,0,0,0,1,0,-1.05647719336059,-1.4891006854094,-1.53729677213928,-1.55942903488264,-1.58509108035626,-1.92907644859323
0,0,0,0,1,0,-1.05012712741547,-1.47913264467367,-1.51865792975363,-1.54218527071793,-1.61169415444914,-1.78542358792949
0,0,0,0,1,0,-1.04695209444291,-1.4591965632022,-1.50001908736797,-1.53356338863558,-1.53244499688824,-1.85842173816889
0,0,0,0,1,0,-1.05012712741547,-1.41932440025927,-1.44410256021101,-1.50769774238852,-1.56814912264447,-1.86615508955862
0,0,0,0,1,0,-1.03028317133695,-1.3096759521662,-1.32295008470426,-1.38699139323558,-1.42911305646431,-1.39078832307187
0,0,0,0,1,0,-1.02975399917486,-1.2498677077518,-1.25771413635447,-1.30077257241204,-1.41525145470013,-1.50092999438012
