"Weight","Length1","Height","Width"
-0.791361940151614,-0.721561548757915,-0.660214207090345,-0.612473374492074
-0.764903332046925,-0.691657426550715,-0.67260563897045,-0.671879573804074
-0.685527507732859,-0.591977019193379,-0.744970667709067,-0.40232540907576
-0.698756811785203,-0.582008978457645,-0.551421635668407,-0.523364075524075
-0.65906889962817,-0.582008978457645,-0.458194196193795,-0.363717238122498
-0.711986115837547,-0.532168774778977,-0.571000564759571,-0.653893673223419
-0.65906889962817,-0.522200734043243,-0.606004609618625,-0.375610195183973
-0.63525615233395,-0.432488367421641,-0.341280686364556,-0.354987924811366
-0.656423038817701,-0.432488367421641,-0.485754047512823,-0.474503355379886
-0.553234467209415,-0.422520326685907,-0.373391063515262,-0.183916818311327
-0.606151683418793,-0.272999715649904,-0.445779428283784,-0.313509040084644
-0.315106994267217,-0.233127552706969,-0.0280178209059343,0.0326170206010499
-0.362732488855656,-0.133447145349634,-0.100079481255772,0.194783055803826
-0.0505209132203293,0.315114687758378,0.113911912982574,0.535402032924108
-0.368024210476594,-0.272999715649904,-0.143857873359495,-0.11337927987775
-0.368024210476594,-0.223159511971236,-0.198697543638679,-0.11285200591936
-0.272773221299715,-0.0736389009352318,-0.0510738184530973,0.140883940057239
0.346358208350002,0.215434280401042,0.407712529499563,1.24253499712118
1.03428201907191,0.733772398659189,0.645086625703758,1.24933097258488
1.56345418116568,1.0926218651456,0.783422610986736,1.2208581788318
-0.936884284727402,-1.279771829959,-0.501575875789115,-1.23887483706002
-0.923654980675057,-1.20002750407313,-0.564653164625129,-1.24608091449136
-0.844279156360991,-1.00066668935846,-0.371430837003155,-1.03587436307967
-0.764903332046925,-0.881050200529653,-0.141104221830583,-0.892280088411315
-0.685527507732859,-0.79133783390805,-0.0242840561209686,-0.672758363734725
-0.711986115837547,-0.731529589493649,-0.107173634347207,-0.671820987808697
-0.632610291523481,-0.731529589493649,0.093142846366203,-0.603861233171695
-0.698756811785203,-0.65178526360778,0.172578692166348,-0.752259559460941
-0.553234467209415,-0.51223269330751,0.314788458413729,-0.455521492877827
-0.360086628045187,-0.332807960064305,0.487988472376325,-0.174074371088038
-0.288648386162528,-0.233127552706969,0.553329356113225,-0.121346975248985
-1.06679605052142,-1.87785427410301,-1.60665357198943,-1.77698720459525
-0.997739083368186,-1.37945223731633,-1.27621538851997,-1.43062679992805
-0.976572196884435,-1.2498677077518,-1.2071407399981,-1.17706661193758
-0.946144797564043,-1.13025121892299,-1.02782668620012,-1.06012896516563
-0.897196372570369,-1.06047493377286,-1.02885347151599,-0.878570965493161
-0.817820548256302,-1.01063473009419,-0.8808096977921,-0.655885597066228
-0.876029486086618,-0.950826485679788,-0.8862236567303,-0.772003039902898
-0.87073776446568,-0.910954322736853,-0.784338550160549,-0.814887988518661
-0.857508460413336,-0.851146078322452,-0.900598651152418,-0.822738511899142
-0.857508460413336,-0.811273915379518,-0.913573483780174,-0.977874227656711
-0.791361940151614,-0.731529589493649,-0.771107021203827,-0.51914588385695
-0.778132636099269,-0.731529589493649,-0.718600953915246,-0.664146222414346
-0.751674027994581,-0.731529589493649,-0.771107021203827,-0.453236639058134
-0.738444723942236,-0.701625467286448,-0.60973837440359,-0.531448942886063
-0.764903332046925,-0.631849182136313,-0.673679096346128,-0.60556022703762
-0.764903332046925,-0.631849182136313,-0.783358436904495,-0.536721682469968
-0.738444723942236,-0.631849182136313,-0.673679096346128,-0.536721682469968
-0.725215419889892,-0.631849182136313,-0.728518766625312,-0.536721682469968
-0.791361940151614,-0.631849182136313,-0.810778272044087,-0.261367504199359
-0.738444723942236,-0.582008978457645,-0.732952612307458,-0.47872154704701
-0.685527507732859,-0.582008978457645,-0.514527372386965,-0.47872154704701
-0.698756811785203,-0.562072896986178,-0.710269991238792,-0.475206387324407
-0.685527507732859,-0.532168774778977,-0.881719802958436,-0.477549827139476
-0.632610291523481,-0.482328571100309,-0.635174647001169,-0.419549691716517
-0.487087946947693,-0.432488367421641,-0.397613862557726,-0.420721411624052
-0.698756811785203,-0.432488367421641,-0.611838617095134,-0.360963696339792
-0.584984796935042,-0.372680123007239,-0.528202285911902,-0.161302624095912
-0.606151683418793,-0.332807960064305,-0.596786877805741,-0.443862879797858
-0.561172049640822,-0.282967756385637,-0.568433601469907,-0.118417675480149
-0.505608972620975,-0.133447145349634,-0.426783899940271,-0.174074371088038
-0.288648386162528,-0.113511063878166,-0.157252754525559,0.407860320988976
-0.394482818581283,-0.0935749824066993,-0.426970588179519,-0.0621751199184921
-0.381253514528938,-0.0935749824066993,-0.453947038750897,-0.0621751199184921
-0.420941426685971,-0.0935749824066993,-0.399994137608142,0.0732757013924973
-0.420941426685971,-0.0437347787280314,-0.274539640833294,-0.138805601871249
-0.288648386162528,0.0559456286293045,-0.32942598317229,0.113817210193191
-0.23573116995315,0.145657995250907,-0.322331830080856,0.193611335896291
0.277565827277811,0.414795095115714,0.241093275970469,0.923827182271797
0.388691981317504,0.564315706151718,0.29394938370764,1.1403024351888
1.14011645149066,0.614155909830386,0.581425936120092,1.96531042208385
0.730008025867988,0.763676520866389,0.439682890470832,1.41946470315889
0.769695938025021,0.763676520866389,0.376232225156321,1.34728675685477
0.769695938025021,0.813516724545057,0.428948316714056,1.0683002468708
0.743237329920333,0.823484765280791,0.367504549971464,1.12805796215506
1.2988681001188,1.01287753925973,0.499329782910659,1.78820495806
0.637402897501578,1.01287753925973,0.499329782910659,0.915039282965288
1.08719923528129,1.02284557999546,0.801461362104102,1.70501284462505
1.16657505959535,1.05274970220266,0.684151139766461,1.56147715595208
1.2988681001188,1.0627177429384,0.637805784373074,1.63096014646887
1.60314209332272,1.0627177429384,0.789676667001554,1.77004329949322
1.08719923528129,1.07268578367413,0.498956406432162,1.28237347397736
1.82804026221257,1.26207855765307,0.887547976427468,1.42204248695547
1.56345418116568,1.34182288353894,0.685131253022515,1.66154203605552
1.82804026221257,1.37172700574614,0.820410218387803,1.7431523276153
1.56345418116568,1.38169504648187,0.841762685751826,2.16819372407345
1.56345418116568,1.47140741310347,0.814879579300073,1.84819701732577
-0.553234467209415,0.364954891437046,-0.800160378436841,-0.624249159562796
-0.288648386162528,0.534411583944517,-0.767536608628203,-0.165872331735296
-0.288648386162528,0.634091991301853,-0.714190444263006,-0.0332336382023895
-0.288648386162528,0.843420846752258,-0.63204761899376,-0.246838177345931
0.0553135191984256,0.913197131902393,-0.398313943454908,0.0793100589163
-0.169584649691429,0.963037335581061,-0.606938050814866,-0.271912983367169
0.124105900270616,1.3617589650104,-0.400647546445511,-0.0694983693405829
0.266982384035935,1.3617589650104,-0.506826482517973,0.0104715143486473
0.346358208350002,1.37172700574614,-0.282567235120971,0.403349199344968
0.240523775931247,1.56111977972508,-0.475322842144825,0.266492314144938
0.417796450232661,1.68073626855388,-0.281167073326609,0.251259955346989
0.954906194757842,1.84022492032562,-0.307303426821369,0.54770509195322
1.43116114064224,2.18910634607629,-0.0164898221323527,1.01358092718894
2.2249193837829,2.55792385329844,0.39424764024378,1.49029517156936
3.15097066744701,2.95664548272778,0.140748347374515,0.997645536446471
3.01867762692356,2.95664548272778,0.140748347374515,0.997645536446471
3.28326370797045,3.25568670479979,0.423581029835667,1.78035443467952
-1.06467936187305,-1.69842954085981,-1.69374363559876,-1.98813113193296
-1.06256267322467,-1.62865325570967,-1.63932401385788,-1.92228047312953
-1.06388560362991,-1.61868521497394,-1.69617058270899,-1.92907644859323
-1.05674177944164,-1.58878109276674,-1.58705130686836,-1.79339128330073
-1.05647719336059,-1.55887697055954,-1.61337434860237,-1.853617686548
-1.05938764025211,-1.5489089298238,-1.63787718000371,-1.84893080691786
-1.0559480211985,-1.49906872614513,-1.58287415751518,-1.84975101085314
-1.05621260727955,-1.49906872614513,-1.58287415751518,-1.9188238994023
-1.05647719336059,-1.4891006854094,-1.58509108035626,-1.92907644859323
-1.05012712741547,-1.47913264467367,-1.61169415444914,-1.78542358792949
-1.04695209444291,-1.4591965632022,-1.53244499688824,-1.85842173816889
-1.05012712741547,-1.41932440025927,-1.56814912264447,-1.86615508955862
-1.03028317133695,-1.3096759521662,-1.42911305646431,-1.39078832307187
-1.02975399917486,-1.2498677077518,-1.41525145470013,-1.50092999438012
